Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-06-07 08:18:58,Pengguna Google,1,jangan di download karna game tosic gak usah di mainin,jangan di download karna game tosic gak usah di mainin,jangan di download karna game tosic gak usah di mainin,jangan di download karena game tosic tidak usah di mainin,"['jangan', 'di', 'download', 'karena', 'game', 'tosic', 'tidak', 'usah', 'di', 'mainin']","['download', 'game', 'tosic', 'mainin']",download game tosic mainin
2025-06-07 08:18:49,Pengguna Google,1,dari saya saya gak akan kasih bintang sedikitpun dari saya karena game ini membosankan padahal sinyal bagus warna hijau pas main kayak apalah kuning dan merah terus gaa bisa hijau tolong perbaiki yaa bikin saya emosi aja game ini kalau ga main jaringan nya bagus banget kalau pas masuk pertandingan lag laa sama jaringan gaa stabil laa bukan cuma saya aja yaa teman saya juga mengalami jaringan yang sama lama lama game ini saya sumpah ga ada orang main lagi pada main ff sudah dh laa yaa,dari saya saya gak akan kasih bintang sedikitpun dari saya karena game ini membosankan padahal sinyal bagus warna hijau pas main kayak apalah kuning dan merah terus gaa bisa hijau tolong perbaiki yaa bikin saya emosi aja game ini kalau ga main jaringan nya bagus banget kalau pas masuk pertandingan lag laa sama jaringan gaa stabil laa bukan cuma saya aja yaa teman saya juga mengalami jaringan yang sama lama lama game ini saya sumpah ga ada orang main lagi pada main ff sudah dh laa yaa,dari saya saya gak akan kasih bintang sedikitpun dari saya karena game ini membosankan padahal sinyal bagus warna hijau pas main kayak apalah kuning dan merah terus gaa bisa hijau tolong perbaiki yaa bikin saya emosi aja game ini kalau ga main jaringan nya bagus banget kalau pas masuk pertandingan lag laa sama jaringan gaa stabil laa bukan cuma saya aja yaa teman saya juga mengalami jaringan yang sama lama lama game ini saya sumpah ga ada orang main lagi pada main ff sudah dh laa yaa,dari saya saya tidak akan kasih bintang sedikitpun dari saya karena game ini membosankan padahal sinyal bagus warna hijau pas main kayak apalah kuning dan merah terus tidak bisa hijau tolong perbaiki ya bikin saya emosi saja game ini kalau tidak main jaringan ya bagus banget kalau pas masuk pertandingan lag lah sama jaringan tidak stabil lah bukan cuma saya saja ya teman saya juga mengalami jaringan yang sama lama lama game ini saya sumpah tidak ada orang main lagi pada main ff sudah dah lah ya,"['dari', 'saya', 'saya', 'tidak', 'akan', 'kasih', 'bintang', 'sedikitpun', 'dari', 'saya', 'karena', 'game', 'ini', 'membosankan', 'padahal', 'sinyal', 'bagus', 'warna', 'hijau', 'pas', 'main', 'kayak', 'apalah', 'kuning', 'dan', 'merah', 'terus', 'tidak', 'bisa', 'hijau', 'tolong', 'perbaiki', 'ya', 'bikin', 'saya', 'emosi', 'saja', 'game', 'ini', 'kalau', 'tidak', 'main', 'jaringan', 'ya', 'bagus', 'banget', 'kalau', 'pas', 'masuk', 'pertandingan', 'lag', 'lah', 'sama', 'jaringan', 'tidak', 'stabil', 'lah', 'bukan', 'cuma', 'saya', 'saja', 'ya', 'teman', 'saya', 'juga', 'mengalami', 'jaringan', 'yang', 'sama', 'lama', 'lama', 'game', 'ini', 'saya', 'sumpah', 'tidak', 'ada', 'orang', 'main', 'lagi', 'pada', 'main', 'ff', 'sudah', 'dah', 'lah', 'ya']","['kasih', 'bintang', 'sedikitpun', 'game', 'membosankan', 'sinyal', 'bagus', 'warna', 'hijau', 'pas', 'main', 'kayak', 'apalah', 'kuning', 'merah', 'hijau', 'tolong', 'perbaiki', 'ya', 'bikin', 'emosi', 'game', 'main', 'jaringan', 'ya', 'bagus', 'banget', 'pas', 'masuk', 'pertandingan', 'lag', 'jaringan', 'stabil', 'ya', 'teman', 'mengalami', 'jaringan', 'game', 'sumpah', 'orang', 'main', 'main', 'ff', 'dah', 'ya']",kasih bintang sedikit game bosan sinyal bagus warna hijau pas main kayak apa kuning merah hijau tolong baik ya bikin emosi game main jaring ya bagus banget pas masuk tanding lag jaring stabil ya teman alami jaring game sumpah orang main main ff dah ya
2025-06-07 08:17:42,Pengguna Google,5,trimakasih sudah rayakan ulang tahun aku aku senang sekali monton hadiah hero permanen aku sudah claim ayo daftar ulang tahun kalian biar juga sama kayak aku,trimakasih sudah rayakan ulang tahun aku aku senang sekali monton hadiah hero permanen aku sudah claim ayo daftar ulang tahun kalian biar juga sama kayak aku,trimakasih sudah rayakan ulang tahun aku aku senang sekali monton hadiah hero permanen aku sudah claim ayo daftar ulang tahun kalian biar juga sama kayak aku,trimakasih sudah rayakan ulang tahun aku aku senang sekali monton hadiah hero permanen aku sudah claim ayo daftar ulang tahun kalian biar juga sama kayak aku,"['trimakasih', 'sudah', 'rayakan', 'ulang', 'tahun', 'aku', 'aku', 'senang', 'sekali', 'monton', 'hadiah', 'hero', 'permanen', 'aku', 'sudah', 'claim', 'ayo', 'daftar', 'ulang', 'tahun', 'kalian', 'biar', 'juga', 'sama', 'kayak', 'aku']","['trimakasih', 'rayakan', 'ulang', 'senang', 'monton', 'hadiah', 'hero', 'permanen', 'claim', 'ayo', 'daftar', 'ulang', 'biar', 'kayak']",trimakasih raya ulang senang monton hadiah hero permanen claim ayo daftar ulang biar kayak
2025-06-07 08:15:36,Pengguna Google,1,aku lostrek 6 kali dan aku sering di hina aku pengen pensiun dari ml montoon nama aku di ml global apha,aku lostrek  kali dan aku sering di hina aku pengen pensiun dari ml montoon nama aku di ml global apha,aku lostrek  kali dan aku sering di hina aku pengen pensiun dari ml montoon nama aku di ml global apha,aku lostrek kali dan aku sering di hina aku pengin pensiun dari ml montoon nama aku di ml global apha,"['aku', 'lostrek', 'kali', 'dan', 'aku', 'sering', 'di', 'hina', 'aku', 'pengin', 'pensiun', 'dari', 'ml', 'montoon', 'nama', 'aku', 'di', 'ml', 'global', 'apha']","['lostrek', 'kali', 'hina', 'pengin', 'pensiun', 'ml', 'montoon', 'nama', 'ml', 'global', 'apha']",lostrek kali hina pengin pensiun ml montoon nama ml global apha
2025-06-07 08:15:20,Pengguna Google,1,"dapet tim hasil jokian mulu, mls lah",dapet tim hasil jokian mulu mls lah,dapet tim hasil jokian mulu mls lah,dapat tim hasil jokian mulu mls lah,"['dapat', 'tim', 'hasil', 'jokian', 'mulu', 'mls', 'lah']","['tim', 'hasil', 'jokian', 'mulu', 'mls']",tim hasil joki mulu mls
2025-06-07 08:15:17,Pengguna Google,5,"THANKS PAPIH MUNTUN,ANGELA NYA GA NYEPIN😋🤤🤤🤤👁️🫦👁️",THANKS PAPIH MUNTUNANGELA NYA GA NYEPIN,thanks papih muntunangela nya ga nyepin,thanks papih muntunangela ya tidak nyepin,"['thanks', 'papih', 'muntunangela', 'ya', 'tidak', 'nyepin']","['thanks', 'papih', 'muntunangela', 'ya', 'nyepin']",thanks papih muntunangela ya nyepin
2025-06-07 08:14:06,Pengguna Google,1,"game apa ini gua main 10 kali cuma buat kalah,niat mau nyari hiburan malah nambah stres",game apa ini gua main  kali cuma buat kalahniat mau nyari hiburan malah nambah stres,game apa ini gua main  kali cuma buat kalahniat mau nyari hiburan malah nambah stres,game apa ini gua main kali cuma buat kalahniat mau mencari hiburan malah menambah stres,"['game', 'apa', 'ini', 'gua', 'main', 'kali', 'cuma', 'buat', 'kalahniat', 'mau', 'mencari', 'hiburan', 'malah', 'menambah', 'stres']","['game', 'gua', 'main', 'kali', 'kalahniat', 'mencari', 'hiburan', 'menambah', 'stres']",game gua main kali kalahniat cari hibur tambah stres
2025-06-07 08:13:43,Pengguna Google,1,"sistem riport nya yang bener lah masak fedder 0 12 gk ke riport, mending main HOK aja dah",sistem riport nya yang bener lah masak fedder   gk ke riport mending main HOK aja dah,sistem riport nya yang bener lah masak fedder   gk ke riport mending main hok aja dah,sistem riport ya yang benar lah masak fedder tidak ke riport mending main hok saja sudah,"['sistem', 'riport', 'ya', 'yang', 'benar', 'lah', 'masak', 'fedder', 'tidak', 'ke', 'riport', 'mending', 'main', 'hok', 'saja', 'sudah']","['sistem', 'riport', 'ya', 'masak', 'fedder', 'riport', 'mending', 'main', 'hok']",sistem riport ya masak fedder riport mending main hok
2025-06-07 08:12:52,Pengguna Google,5,LOVE YOU MOONTON SKIN NARUTO NYA😘,LOVE YOU MOONTON SKIN NARUTO NYA,love you moonton skin naruto nya,love you moonton skin naruto ya,"['love', 'you', 'moonton', 'skin', 'naruto', 'ya']","['love', 'you', 'moonton', 'skin', 'naruto', 'ya']",love you moonton skin naruto ya
2025-06-07 08:12:51,Pengguna Google,5,gw user suyou dan selena,gw user suyou dan selena,gw user suyou dan selena,gue user suyou dan selena,"['gue', 'user', 'suyou', 'dan', 'selena']","['gue', 'user', 'suyou', 'selena']",gue user suyou lena
2025-06-07 08:12:45,Pengguna Google,5,geme nya keren,geme nya keren,geme nya keren,geme ya keren,"['geme', 'ya', 'keren']","['geme', 'ya', 'keren']",geme ya keren
2025-06-07 08:11:57,Pengguna Google,1,Trash matchmaking,Trash matchmaking,trash matchmaking,trash matchmaking,"['trash', 'matchmaking']","['trash', 'matchmaking']",trash matchmaking
2025-06-07 08:11:28,Pengguna Google,3,"tolong diperbaiki sistem bintang dirank saat invalid, bintang saya turun gara-gara bentuk tim dengan teman yang afk saat pertandingan berlangsung padahal saya gak afk, untung masih ada star safety card jadi gak turun",tolong diperbaiki sistem bintang dirank saat invalid bintang saya turun garagara bentuk tim dengan teman yang afk saat pertandingan berlangsung padahal saya gak afk untung masih ada star safety card jadi gak turun,tolong diperbaiki sistem bintang dirank saat invalid bintang saya turun garagara bentuk tim dengan teman yang afk saat pertandingan berlangsung padahal saya gak afk untung masih ada star safety card jadi gak turun,tolong diperbaiki sistem bintang dirank saat invalid bintang saya turun garagara bentuk tim dengan teman yang afk saat pertandingan berlangsung padahal saya tidak afk untung masih ada star safety card jadi tidak turun,"['tolong', 'diperbaiki', 'sistem', 'bintang', 'dirank', 'saat', 'invalid', 'bintang', 'saya', 'turun', 'garagara', 'bentuk', 'tim', 'dengan', 'teman', 'yang', 'afk', 'saat', 'pertandingan', 'berlangsung', 'padahal', 'saya', 'tidak', 'afk', 'untung', 'masih', 'ada', 'star', 'safety', 'card', 'jadi', 'tidak', 'turun']","['tolong', 'diperbaiki', 'sistem', 'bintang', 'dirank', 'invalid', 'bintang', 'turun', 'garagara', 'bentuk', 'tim', 'teman', 'afk', 'pertandingan', 'afk', 'untung', 'star', 'safety', 'card', 'turun']",tolong baik sistem bintang dirank invalid bintang turun garagara bentuk tim teman afk tanding afk untung star safety card turun
2025-06-07 08:10:57,Pengguna Google,1,game gj kasih musuh pro tim bot,game gj kasih musuh pro tim bot,game gj kasih musuh pro tim bot,game gj kasih musuh pro tim bot,"['game', 'gj', 'kasih', 'musuh', 'pro', 'tim', 'bot']","['game', 'gj', 'kasih', 'musuh', 'pro', 'tim', 'bot']",game gj kasih musuh pro tim bot
2025-06-07 08:08:46,Pengguna Google,1,moonton tolong orang yang ngecheat di ban. soalnya saya sering ketemu cheater mulai dari damage gak ngotak padahal di awal game.,moonton tolong orang yang ngecheat di ban soalnya saya sering ketemu cheater mulai dari damage gak ngotak padahal di awal game,moonton tolong orang yang ngecheat di ban soalnya saya sering ketemu cheater mulai dari damage gak ngotak padahal di awal game,moonton tolong orang yang ngecheat di ban soalnya saya sering ketemu cheater mulai dari damage tidak ngotak padahal di awal game,"['moonton', 'tolong', 'orang', 'yang', 'ngecheat', 'di', 'ban', 'soalnya', 'saya', 'sering', 'ketemu', 'cheater', 'mulai', 'dari', 'damage', 'tidak', 'ngotak', 'padahal', 'di', 'awal', 'game']","['moonton', 'tolong', 'orang', 'ngecheat', 'ban', 'ketemu', 'cheater', 'damage', 'ngotak', 'game']",moonton tolong orang ngecheat ban ketemu cheater damage ngotak game
2025-06-07 08:08:36,Pengguna Google,5,skinnya dipersulit,skinnya dipersulit,skinnya dipersulit,skinnya dipersulit,"['skinnya', 'dipersulit']","['skinnya', 'dipersulit']",skinnya sulit
2025-06-07 08:06:27,Pengguna Google,5,oke bagus deh thanx ya moonton tapi jangan di nerf lah angela nya moonton 🗿,oke bagus deh thanx ya moonton tapi jangan di nerf lah angela nya moonton ,oke bagus deh thanx ya moonton tapi jangan di nerf lah angela nya moonton ,oke bagus deh thanx ya moonton tapi jangan di nerf lah angela ya moonton,"['oke', 'bagus', 'deh', 'thanx', 'ya', 'moonton', 'tapi', 'jangan', 'di', 'nerf', 'lah', 'angela', 'ya', 'moonton']","['oke', 'bagus', 'deh', 'thanx', 'ya', 'moonton', 'nerf', 'angela', 'ya', 'moonton']",oke bagus deh thanx ya moonton nerf angela ya moonton
2025-06-07 08:05:09,Pengguna Google,1,game jelek,game jelek,game jelek,game jelek,"['game', 'jelek']","['game', 'jelek']",game jelek
2025-06-07 08:03:30,Pengguna Google,1,"manajemen developer kurang, kok bisa ya system matchmakingnya ga adil, biarpun solo",manajemen developer kurang kok bisa ya system matchmakingnya ga adil biarpun solo,manajemen developer kurang kok bisa ya system matchmakingnya ga adil biarpun solo,manajemen developer kurang kok bisa ya system matchmakingnya tidak adil biarpun solo,"['manajemen', 'developer', 'kurang', 'kok', 'bisa', 'ya', 'system', 'matchmakingnya', 'tidak', 'adil', 'biarpun', 'solo']","['manajemen', 'developer', 'ya', 'system', 'matchmakingnya', 'adil', 'biarpun', 'solo']",manajemen developer ya system matchmakingnya adil biarpun solo
2025-06-07 08:02:45,Pengguna Google,4,bagus sekali game nya saya selalu loss strek,bagus sekali game nya saya selalu loss strek,bagus sekali game nya saya selalu loss strek,bagus sekali game ya saya selalu loss strek,"['bagus', 'sekali', 'game', 'ya', 'saya', 'selalu', 'loss', 'strek']","['bagus', 'game', 'ya', 'loss', 'strek']",bagus game ya loss strek
2025-06-07 08:02:06,Pengguna Google,1,"GWA MAU GLORY, TINGGAL 10 BINTANG GA DIKASI WS COOOO.",GWA MAU GLORY TINGGAL  BINTANG GA DIKASI WS COOOO,gwa mau glory tinggal  bintang ga dikasi ws coooo,gwa mau glory tinggal bintang tidak dikasi ws coooo,"['gwa', 'mau', 'glory', 'tinggal', 'bintang', 'tidak', 'dikasi', 'ws', 'coooo']","['gwa', 'glory', 'tinggal', 'bintang', 'dikasi', 'ws', 'coooo']",gwa glory tinggal bintang kasi ws coooo
2025-06-07 08:01:47,Pengguna Google,5,nice si,nice si,nice si,nice sih,"['nice', 'sih']","['nice', 'sih']",nice sih
2025-06-07 08:01:33,Pengguna Google,1,gem aneh udah mao menang tim gw lek semua lol yg buat,gem aneh udah mao menang tim gw lek semua lol yg buat,gem aneh udah mao menang tim gw lek semua lol yg buat,gem aneh sudah mau menang tim gue lek semua lol yang buat,"['gem', 'aneh', 'sudah', 'mau', 'menang', 'tim', 'gue', 'lek', 'semua', 'lol', 'yang', 'buat']","['gem', 'aneh', 'menang', 'tim', 'gue', 'lek', 'lol']",gem aneh menang tim gue lek lol
2025-06-07 08:01:24,Pengguna Google,1,"GAME GAK JELAS LAMA2. MAKIN BANYAK PLAYER YANG DARK SYSTEM, JANGAN CARI UNTUNG AJA GAME INI, CUSTOMER SATISFACTION NYA -1000, TIDAK ADA PERBAIKAN SAMA SEKALI, SEKALI LAGI GAME DARK SYSTEM. LAMA2 SAYA UNINSTALL GAME INI",GAME GAK JELAS LAMA MAKIN BANYAK PLAYER YANG DARK SYSTEM JANGAN CARI UNTUNG AJA GAME INI CUSTOMER SATISFACTION NYA  TIDAK ADA PERBAIKAN SAMA SEKALI SEKALI LAGI GAME DARK SYSTEM LAMA SAYA UNINSTALL GAME INI,game gak jelas lama makin banyak player yang dark system jangan cari untung aja game ini customer satisfaction nya  tidak ada perbaikan sama sekali sekali lagi game dark system lama saya uninstall game ini,game tidak jelas lama makin banyak player yang dark system jangan cari untung saja game ini customer satisfaction ya tidak ada perbaikan sama sekali sekali lagi game dark system lama saya uninstall game ini,"['game', 'tidak', 'jelas', 'lama', 'makin', 'banyak', 'player', 'yang', 'dark', 'system', 'jangan', 'cari', 'untung', 'saja', 'game', 'ini', 'customer', 'satisfaction', 'ya', 'tidak', 'ada', 'perbaikan', 'sama', 'sekali', 'sekali', 'lagi', 'game', 'dark', 'system', 'lama', 'saya', 'uninstall', 'game', 'ini']","['game', 'player', 'dark', 'system', 'cari', 'untung', 'game', 'customer', 'satisfaction', 'ya', 'perbaikan', 'game', 'dark', 'system', 'uninstall', 'game']",game player dark system cari untung game customer satisfaction ya baik game dark system uninstall game
2025-06-07 08:00:48,Pengguna Google,1,kalo game ini tuh ngeselin dengan sulit kasih nilai 1 sulitnya itu ketika main solo malah jaringan ngelag emosi yang ada,kalo game ini tuh ngeselin dengan sulit kasih nilai  sulitnya itu ketika main solo malah jaringan ngelag emosi yang ada,kalo game ini tuh ngeselin dengan sulit kasih nilai  sulitnya itu ketika main solo malah jaringan ngelag emosi yang ada,kalau game ini tuh mengesalkan dengan sulit kasih nilai sulitnya itu ketika main solo malah jaringan ngelag emosi yang ada,"['kalau', 'game', 'ini', 'tuh', 'mengesalkan', 'dengan', 'sulit', 'kasih', 'nilai', 'sulitnya', 'itu', 'ketika', 'main', 'solo', 'malah', 'jaringan', 'ngelag', 'emosi', 'yang', 'ada']","['game', 'tuh', 'mengesalkan', 'sulit', 'kasih', 'nilai', 'sulitnya', 'main', 'solo', 'jaringan', 'ngelag', 'emosi']",game tuh kesal sulit kasih nilai sulit main solo jaring ngelag emosi
2025-06-07 07:58:31,Pengguna Google,1,"gw main dikasi musuh dan tim yang ga seimbang, gw dikasi lose streak dari 90 smpe 78 tolong perbaiki sistem tim nya!!",gw main dikasi musuh dan tim yang ga seimbang gw dikasi lose streak dari  smpe  tolong perbaiki sistem tim nya,gw main dikasi musuh dan tim yang ga seimbang gw dikasi lose streak dari  smpe  tolong perbaiki sistem tim nya,gue main dikasi musuh dan tim yang tidak seimbang gue dikasi lose streak dari sampai tolong perbaiki sistem tim ya,"['gue', 'main', 'dikasi', 'musuh', 'dan', 'tim', 'yang', 'tidak', 'seimbang', 'gue', 'dikasi', 'lose', 'streak', 'dari', 'sampai', 'tolong', 'perbaiki', 'sistem', 'tim', 'ya']","['gue', 'main', 'dikasi', 'musuh', 'tim', 'seimbang', 'gue', 'dikasi', 'lose', 'streak', 'tolong', 'perbaiki', 'sistem', 'tim', 'ya']",gue main kasi musuh tim imbang gue kasi lose streak tolong baik sistem tim ya
2025-06-07 07:58:22,Pengguna Google,1,ga bagus asal ada event selalu di undur muluu mana mahal banget,ga bagus asal ada event selalu di undur muluu mana mahal banget,ga bagus asal ada event selalu di undur muluu mana mahal banget,tidak bagus asal ada event selalu di undur muluu mana mahal banget,"['tidak', 'bagus', 'asal', 'ada', 'event', 'selalu', 'di', 'undur', 'muluu', 'mana', 'mahal', 'banget']","['bagus', 'event', 'undur', 'muluu', 'mahal', 'banget']",bagus event undur muluu mahal banget
2025-06-07 07:57:56,Pengguna Google,1,oi monton kalau ngasih lawan tuh yang mudah lah mau naik ke mitic malah turun dia bintang geme ini sangan mebisenkan karna membuat setres plestory wajib hapus geme ini semoga monton baca maka ny jangan ngasih musuh ngotak di kit lah hapir mitic malah turun dua bintang wajib di hapus,oi monton kalau ngasih lawan tuh yang mudah lah mau naik ke mitic malah turun dia bintang geme ini sangan mebisenkan karna membuat setres plestory wajib hapus geme ini semoga monton baca maka ny jangan ngasih musuh ngotak di kit lah hapir mitic malah turun dua bintang wajib di hapus,oi monton kalau ngasih lawan tuh yang mudah lah mau naik ke mitic malah turun dia bintang geme ini sangan mebisenkan karna membuat setres plestory wajib hapus geme ini semoga monton baca maka ny jangan ngasih musuh ngotak di kit lah hapir mitic malah turun dua bintang wajib di hapus,oi monton kalau mengasih lawan tuh yang mudah lah mau naik ke mitic malah turun dia bintang geme ini sangan mebisenkan karena membuat setres plestory wajib hapus geme ini semoga monton baca maka nya jangan mengasih musuh ngotak di kit lah hapir mitic malah turun dua bintang wajib di hapus,"['oi', 'monton', 'kalau', 'mengasih', 'lawan', 'tuh', 'yang', 'mudah', 'lah', 'mau', 'naik', 'ke', 'mitic', 'malah', 'turun', 'dia', 'bintang', 'geme', 'ini', 'sangan', 'mebisenkan', 'karena', 'membuat', 'setres', 'plestory', 'wajib', 'hapus', 'geme', 'ini', 'semoga', 'monton', 'baca', 'maka', 'nya', 'jangan', 'mengasih', 'musuh', 'ngotak', 'di', 'kit', 'lah', 'hapir', 'mitic', 'malah', 'turun', 'dua', 'bintang', 'wajib', 'di', 'hapus']","['oi', 'monton', 'mengasih', 'lawan', 'tuh', 'mudah', 'mitic', 'turun', 'bintang', 'geme', 'sangan', 'mebisenkan', 'setres', 'plestory', 'wajib', 'hapus', 'geme', 'semoga', 'monton', 'baca', 'nya', 'mengasih', 'musuh', 'ngotak', 'kit', 'hapir', 'mitic', 'turun', 'bintang', 'wajib', 'hapus']",oi monton asih lawan tuh mudah mitic turun bintang geme sangan mebisenkan tres plestory wajib hapus geme moga monton baca nya asih musuh ngotak kit hapir mitic turun bintang wajib hapus
2025-06-07 07:57:25,Pengguna Google,5,mantap 👍 monton makasih ya Uda beri aku wins bismillahirrahmanirrahim semoga naik rank ya Allah amin,mantap  monton makasih ya Uda beri aku wins bismillahirrahmanirrahim semoga naik rank ya Allah amin,mantap  monton makasih ya uda beri aku wins bismillahirrahmanirrahim semoga naik rank ya allah amin,mantap monton ya sudah beri aku wins bismillahirrahmanirrahim semoga naik rank ya allah amin,"['mantap', 'monton', 'ya', 'sudah', 'beri', 'aku', 'wins', 'bismillahirrahmanirrahim', 'semoga', 'naik', 'rank', 'ya', 'allah', 'amin']","['mantap', 'monton', 'ya', 'wins', 'bismillahirrahmanirrahim', 'semoga', 'rank', 'ya', 'allah', 'amin']",mantap monton ya wins bismillahirrahmanirrahim moga rank ya allah amin
2025-06-07 07:56:17,Pengguna Google,1,"jelek jamet gajelas, bintang baru naik udah turun lagi, gws deh",jelek jamet gajelas bintang baru naik udah turun lagi gws deh,jelek jamet gajelas bintang baru naik udah turun lagi gws deh,jelek jamet bintang baru naik sudah turun lagi gws deh,"['jelek', 'jamet', 'bintang', 'baru', 'naik', 'sudah', 'turun', 'lagi', 'gws', 'deh']","['jelek', 'jamet', 'bintang', 'turun', 'gws', 'deh']",jelek jamet bintang turun gws deh
2025-06-07 07:55:11,Pengguna Google,5,bagus banyak muntun,bagus banyak muntun,bagus banyak muntun,bagus banyak muntun,"['bagus', 'banyak', 'muntun']","['bagus', 'muntun']",bagus muntun
2025-06-07 07:54:28,Pengguna Google,1,"game gk guna sistem Machtmaking nya gk seimbang, itu karena sudah di atur darisana nya, gk rekomendasi buat main ini game, bikin stres mening main HOK",game gk guna sistem Machtmaking nya gk seimbang itu karena sudah di atur darisana nya gk rekomendasi buat main ini game bikin stres mening main HOK,game gk guna sistem machtmaking nya gk seimbang itu karena sudah di atur darisana nya gk rekomendasi buat main ini game bikin stres mening main hok,game tidak guna sistem machtmaking ya tidak seimbang itu karena sudah di atur darisana ya tidak rekomendasi buat main ini game bikin stres mening main hok,"['game', 'tidak', 'guna', 'sistem', 'machtmaking', 'ya', 'tidak', 'seimbang', 'itu', 'karena', 'sudah', 'di', 'atur', 'darisana', 'ya', 'tidak', 'rekomendasi', 'buat', 'main', 'ini', 'game', 'bikin', 'stres', 'mening', 'main', 'hok']","['game', 'sistem', 'machtmaking', 'ya', 'seimbang', 'atur', 'darisana', 'ya', 'rekomendasi', 'main', 'game', 'bikin', 'stres', 'mening', 'main', 'hok']",game sistem machtmaking ya imbang atur darisana ya rekomendasi main game bikin stres ning main hok
2025-06-07 07:54:21,Pengguna Google,1,"lag mulu ,pdhal hijau",lag mulu pdhal hijau,lag mulu pdhal hijau,lag mulu padahal hijau,"['lag', 'mulu', 'padahal', 'hijau']","['lag', 'mulu', 'hijau']",lag mulu hijau
2025-06-07 07:54:15,Pengguna Google,5,kren,kren,kren,keren,['keren'],['keren'],keren
2025-06-07 07:53:46,Pengguna Google,5,saya sangat menyukai gem inii,saya sangat menyukai gem inii,saya sangat menyukai gem inii,saya sangat menyukai gem ini,"['saya', 'sangat', 'menyukai', 'gem', 'ini']","['menyukai', 'gem']",suka gem
2025-06-07 07:53:23,Pengguna Google,4,game nya bagus sih tapi sayang banyak nge lag,game nya bagus sih tapi sayang banyak nge lag,game nya bagus sih tapi sayang banyak nge lag,game ya bagus sih tapi sayang banyak nge lag,"['game', 'ya', 'bagus', 'sih', 'tapi', 'sayang', 'banyak', 'nge', 'lag']","['game', 'ya', 'bagus', 'sih', 'sayang', 'nge', 'lag']",game ya bagus sih sayang nge lag
2025-06-07 07:53:06,Pengguna Google,5,enak,enak,enak,enak,['enak'],['enak'],enak
2025-06-07 07:52:21,Pengguna Google,2,di kasih tim jelek mulu,di kasih tim jelek mulu,di kasih tim jelek mulu,di kasih tim jelek mulu,"['di', 'kasih', 'tim', 'jelek', 'mulu']","['kasih', 'tim', 'jelek', 'mulu']",kasih tim jelek mulu
2025-06-07 07:51:07,Pengguna Google,1,"game jelek, ga masuk akal",game jelek ga masuk akal,game jelek ga masuk akal,game jelek tidak masuk akal,"['game', 'jelek', 'tidak', 'masuk', 'akal']","['game', 'jelek', 'masuk', 'akal']",game jelek masuk akal
2025-06-07 07:49:20,Pengguna Google,1,mahal...murah HOK,mahalmurah HOK,mahalmurah hok,mahalmurah hok,"['mahalmurah', 'hok']","['mahalmurah', 'hok']",mahalmurah hok
2025-06-07 07:47:25,Pengguna Google,5,Aku main ini,Aku main ini,aku main ini,aku main ini,"['aku', 'main', 'ini']",['main'],main
2025-06-07 07:47:23,Pengguna Google,1,apan bgt njela anual mahal bgt klo fiks 5000 doang gua ganti jd bintang 5,apan bgt njela anual mahal bgt klo fiks  doang gua ganti jd bintang ,apan bgt njela anual mahal bgt klo fiks  doang gua ganti jd bintang ,apan banget njela anual mahal banget kalau fiks doang gua ganti jadi bintang,"['apan', 'banget', 'njela', 'anual', 'mahal', 'banget', 'kalau', 'fiks', 'doang', 'gua', 'ganti', 'jadi', 'bintang']","['apan', 'banget', 'njela', 'anual', 'mahal', 'banget', 'fiks', 'doang', 'gua', 'ganti', 'bintang']",apan banget njela anual mahal banget fiks doang gua ganti bintang
2025-06-07 07:46:21,Pengguna Google,1,"Woi admin mobile legend ! Tolong dong BOCIL BOCIL YANG BEBAN DI RANKED BANNED AJA AKUNNYA KARNA GUA SELAMA 2BULAN INI MASIH EPIC KARNA GUA SELALU DAPAT TEAM IDIOT, AUTIS, BOCIL GABISA MAIN DAN SEBAGAINYA.",Woi admin mobile legend  Tolong dong BOCIL BOCIL YANG BEBAN DI RANKED BANNED AJA AKUNNYA KARNA GUA SELAMA BULAN INI MASIH EPIC KARNA GUA SELALU DAPAT TEAM IDIOT AUTIS BOCIL GABISA MAIN DAN SEBAGAINYA,woi admin mobile legend  tolong dong bocil bocil yang beban di ranked banned aja akunnya karna gua selama bulan ini masih epic karna gua selalu dapat team idiot autis bocil gabisa main dan sebagainya,woi admin mobile legend tolong dong bocil bocil yang beban di ranked banned saja akunnya karena gua selama bulan ini masih epic karena gua selalu dapat team idiot autis bocil main dan sebagainya,"['woi', 'admin', 'mobile', 'legend', 'tolong', 'dong', 'bocil', 'bocil', 'yang', 'beban', 'di', 'ranked', 'banned', 'saja', 'akunnya', 'karena', 'gua', 'selama', 'bulan', 'ini', 'masih', 'epic', 'karena', 'gua', 'selalu', 'dapat', 'team', 'idiot', 'autis', 'bocil', 'main', 'dan', 'sebagainya']","['woi', 'admin', 'mobile', 'legend', 'tolong', 'bocil', 'bocil', 'beban', 'ranked', 'banned', 'akunnya', 'gua', 'epic', 'gua', 'team', 'idiot', 'autis', 'bocil', 'main']",woi admin mobile legend tolong bocil bocil beban ranked banned akun gua epic gua team idiot autis bocil main
